Ligand,Conformer,1C,2C,3C,5Pd,6P,7P
100_cs,CONF_0001,0.20405,0.01698,0.06163,0.19360,0.23163,0.11483
100_cs,CONF_0002,0.16557,0.01652,0.09915,0.21377,0.15581,0.21075
100_cs,CONF_0004,0.11535,0.01775,0.15206,0.19613,0.20481,0.15621
100_cs,CONF_0005,0.16524,0.01670,0.10061,0.21148,0.15513,0.21063
100_cs,CONF_0006,0.20386,0.01706,0.06203,0.19407,0.23176,0.11483
100_cs,CONF_0007,0.22106,0.01623,0.05296,0.22168,0.26839,0.09703
100_cs,CONF_0008,0.19927,0.01121,0.05445,0.22753,0.20449,0.14406
100_cs,CONF_0009,0.11376,0.01379,0.13292,0.23754,0.20059,0.15436
100_cs,CONF_0010,0.06690,0.01268,0.18417,0.22505,0.16328,0.18892
100_cs,CONF_0011,0.17981,0.01502,0.08718,0.23683,0.15512,0.21091
100_cs,CONF_0012,0.18719,0.01250,0.06345,0.22827,0.18952,0.16189
100_cs,CONF_0014,0.11051,0.01366,0.13528,0.24055,0.20165,0.15351
100_cs,CONF_0015,0.19859,0.01540,0.07303,0.19803,0.16851,0.17033
100_cs,CONF_0016,0.20370,0.01482,0.09221,0.20492,0.16369,0.18814
100_cs,CONF_0017,0.19857,0.01535,0.07308,0.19815,0.16842,0.17043
100_cs,CONF_0018,0.20286,0.01507,0.09349,0.20448,0.16368,0.18806
100_cs,CONF_0020,0.16273,0.01723,0.10605,0.20485,0.15398,0.20940
100_cs,CONF_0021,0.16538,0.01343,0.08398,0.20599,0.15044,0.20128
100_cs,CONF_0022,0.16616,0.01352,0.08370,0.20621,0.15056,0.20151
100_cs,CONF_0023,0.08725,0.01503,0.18040,0.23728,0.21136,0.15491
100_cs,CONF_0024,0.16466,0.01331,0.08410,0.20313,0.15096,0.19954
100_cs,CONF_0025,0.16466,0.01355,0.08479,0.20649,0.14944,0.20212
100_cs,CONF_0027,0.10449,0.01742,0.15227,0.19517,0.14754,0.19085
100_cs,CONF_0029,0.17922,0.01504,0.08785,0.23639,0.15473,0.21112
100_cs,CONF_0031,0.20449,0.01704,0.06123,0.19449,0.23206,0.11442
101_cs,CONF_0002,0.17600,0.01487,0.15406,0.18159,0.21050,0.19993
101_cs,CONF_0004,0.20015,0.01614,0.13921,0.17291,0.21908,0.19377
101_cs,CONF_0005,0.13856,0.01775,0.19128,0.19736,0.20191,0.21222
101_cs,CONF_0008,0.18444,0.01769,0.14593,0.18212,0.20721,0.19887
101_cs,CONF_0013,0.18802,0.01479,0.14765,0.18166,0.21290,0.20157
101_cs,CONF_0014,0.18154,0.01471,0.14095,0.20583,0.20452,0.20864
101_cs,CONF_0017,0.18790,0.01468,0.14830,0.18032,0.21284,0.20191
101_cs,CONF_0021,0.17783,0.01438,0.16576,0.16201,0.20985,0.20976
101_cs,CONF_0027,0.21528,0.01577,0.13194,0.17361,0.22028,0.19199
101_cs,CONF_0028,0.16674,0.01665,0.16623,0.18791,0.21643,0.19735
101_cs,CONF_0035,0.21482,0.01580,0.13227,0.17332,0.22030,0.19197
101_cs,CONF_0038,0.21349,0.01488,0.11978,0.19751,0.21331,0.20468
101_cs,CONF_0040,0.16815,0.01630,0.15428,0.20338,0.20852,0.20002
101_cs,CONF_0042,0.13562,0.01770,0.19220,0.20895,0.20934,0.20625
101_cs,CONF_0058,0.13854,0.01706,0.19218,0.20085,0.20575,0.21222
101_cs,CONF_0070,0.22671,0.01889,0.10811,0.21049,0.21327,0.19165
101_cs,CONF_0081,0.19140,0.01362,0.13345,0.18632,0.21206,0.20042
101_cs,CONF_0102,0.18779,0.01697,0.14689,0.21130,0.21588,0.20154
101_cs,CONF_0113,0.20319,0.01688,0.11972,0.20368,0.20996,0.19732
101_cs,CONF_0227,0.13750,0.01361,0.18771,0.18447,0.20203,0.21154
101_cs,CONF_0267,0.11820,0.01665,0.21471,0.19358,0.19149,0.21974
101_cs,CONF_0275,0.17966,0.01582,0.13883,0.20362,0.21508,0.20183
101_cs,CONF_0291,0.19285,0.01842,0.13966,0.22565,0.20563,0.20209
101_cs,CONF_0299,0.11626,0.01454,0.21866,0.20467,0.20174,0.21587
101_cs,CONF_0300,0.18414,0.01775,0.15058,0.21640,0.20917,0.20458
101_cs,CONF_0312,0.17796,0.01589,0.14385,0.23827,0.19896,0.21134
101_cs,CONF_0385,0.13962,0.01794,0.19259,0.19226,0.20509,0.20192
101_cs,CONF_0422,0.13358,0.01866,0.20213,0.25092,0.21629,0.21137
101_cs,CONF_0519,0.24010,0.01868,0.11252,0.19924,0.21961,0.18961
101_cs,CONF_0530,0.21348,0.02137,0.11933,0.20949,0.20791,0.19477
101_cs,CONF_0541,0.17821,0.01680,0.14388,0.20066,0.20515,0.20111
101_cs,CONF_0562,0.12638,0.01914,0.18254,0.23333,0.21070,0.20610
101_cs,CONF_0579,0.11491,0.01671,0.21844,0.22636,0.21763,0.20668
101_cs,CONF_0726,0.16746,0.01590,0.15745,0.20715,0.20790,0.21089
101_cs,CONF_0740,0.10671,0.01556,0.21923,0.22751,0.20974,0.21203
101_cs,CONF_0744,0.11445,0.01686,0.21907,0.22700,0.21828,0.20664
101_cs,CONF_0956,0.12431,0.01879,0.21628,0.24857,0.22037,0.21271
101_cs,CONF_1007,0.11080,0.01868,0.24115,0.20034,0.18935,0.21998
102_cs,CONF_0002,0.17598,0.01483,0.15450,0.18159,0.21053,0.19981
102_cs,CONF_0004,0.20012,0.01613,0.13909,0.17287,0.21915,0.19371
102_cs,CONF_0005,0.13828,0.01769,0.19190,0.19697,0.20199,0.21235
102_cs,CONF_0008,0.14625,0.01761,0.18416,0.18135,0.19910,0.20796
102_cs,CONF_0013,0.18785,0.01482,0.14758,0.18178,0.21288,0.20163
102_cs,CONF_0014,0.18091,0.01469,0.14177,0.20625,0.20451,0.20876
102_cs,CONF_0017,0.18779,0.01480,0.14767,0.18157,0.21293,0.20165
102_cs,CONF_0022,0.16590,0.01439,0.17777,0.16150,0.21021,0.20996
102_cs,CONF_0027,0.16514,0.01647,0.16800,0.18781,0.21657,0.19773
102_cs,CONF_0028,0.13306,0.01584,0.21396,0.17281,0.19192,0.22000
102_cs,CONF_0030,0.16544,0.01433,0.17848,0.16124,0.21017,0.21002
102_cs,CONF_0033,0.21470,0.01582,0.13233,0.17341,0.22000,0.19195
102_cs,CONF_0035,0.18612,0.01905,0.15059,0.19321,0.21371,0.19469
102_cs,CONF_0036,0.21241,0.01505,0.12093,0.19654,0.21284,0.20438
102_cs,CONF_0039,0.16831,0.01621,0.15493,0.20350,0.20826,0.20013
102_cs,CONF_0040,0.13540,0.01765,0.19244,0.20852,0.20972,0.20677
102_cs,CONF_0068,0.22662,0.01897,0.10813,0.21080,0.21340,0.19120
102_cs,CONF_0078,0.19672,0.01566,0.13043,0.19314,0.20784,0.19905
102_cs,CONF_0098,0.18817,0.01697,0.14643,0.21110,0.21596,0.20196
102_cs,CONF_0112,0.20312,0.01691,0.11977,0.20301,0.21026,0.19719
102_cs,CONF_0230,0.18771,0.01363,0.13735,0.18428,0.21150,0.20196
102_cs,CONF_0261,0.21536,0.01663,0.11748,0.19410,0.21967,0.19114
102_cs,CONF_0269,0.13926,0.01594,0.17950,0.20388,0.20186,0.21471
102_cs,CONF_0282,0.19351,0.01842,0.13947,0.22546,0.20559,0.20234
102_cs,CONF_0286,0.11632,0.01451,0.21820,0.20386,0.20245,0.21614
102_cs,CONF_0290,0.18426,0.01781,0.15031,0.21599,0.20927,0.20462
102_cs,CONF_0300,0.17703,0.01597,0.14576,0.23789,0.19857,0.21180
102_cs,CONF_0409,0.13385,0.01867,0.20190,0.25128,0.21608,0.21113
102_cs,CONF_0519,0.21198,0.02109,0.12081,0.20841,0.20795,0.19473
102_cs,CONF_0532,0.18088,0.01692,0.14223,0.20082,0.20497,0.20006
102_cs,CONF_0556,0.11454,0.01678,0.21909,0.22698,0.21810,0.20647
102_cs,CONF_0605,0.18261,0.01914,0.12652,0.23241,0.20653,0.21081
102_cs,CONF_0626,0.11233,0.01867,0.23968,0.19906,0.18972,0.21991
102_cs,CONF_0711,0.16718,0.01596,0.15757,0.20689,0.20817,0.21119
102_cs,CONF_0713,0.10601,0.01538,0.22184,0.22935,0.21055,0.21303
102_cs,CONF_0934,0.15391,0.01594,0.17142,0.20663,0.21110,0.20725
102_cs,CONF_0939,0.12457,0.01877,0.21613,0.24790,0.22075,0.21341
103_cs,CONF_0007,0.16285,0.01607,0.16177,0.17312,0.21281,0.20816
103_cs,CONF_0032,0.18886,0.01585,0.14005,0.16985,0.21991,0.20245
103_cs,CONF_0036,0.17474,0.01517,0.14451,0.17144,0.21308,0.20822
103_cs,CONF_0038,0.17803,0.01395,0.14607,0.17517,0.20719,0.21789
103_cs,CONF_0059,0.13201,0.01495,0.18481,0.21394,0.20526,0.21373
103_cs,CONF_0063,0.20736,0.01694,0.13333,0.17106,0.23240,0.19508
103_cs,CONF_0067,0.22012,0.02238,0.10436,0.21385,0.20928,0.19857
103_cs,CONF_0068,0.20954,0.01963,0.11679,0.20095,0.21020,0.20152
103_cs,CONF_0077,0.19172,0.01798,0.14129,0.17283,0.22033,0.19867
103_cs,CONF_0081,0.19480,0.01836,0.12203,0.19087,0.21017,0.20991
103_cs,CONF_0103,0.18336,0.01707,0.13191,0.19441,0.20240,0.20832
103_cs,CONF_0108,0.18316,0.01707,0.13241,0.19413,0.20226,0.20869
103_cs,CONF_0122,0.20174,0.02275,0.13788,0.18903,0.21826,0.19364
103_cs,CONF_0163,0.16379,0.02107,0.16471,0.21106,0.21650,0.20413
103_cs,CONF_0164,0.20318,0.01721,0.11986,0.18415,0.21649,0.20124
103_cs,CONF_0173,0.17511,0.01538,0.13852,0.18326,0.21891,0.20333
103_cs,CONF_0280,0.13962,0.01691,0.18276,0.20582,0.21752,0.20814
103_cs,CONF_0376,0.09757,0.01550,0.20049,0.23930,0.21985,0.20782
103_cs,CONF_0421,0.14519,0.01734,0.16457,0.22379,0.20035,0.22207
103_cs,CONF_0423,0.14061,0.01664,0.17097,0.22296,0.21459,0.21121
103_cs,CONF_0491,0.20992,0.01437,0.10368,0.22142,0.21453,0.21055
103_cs,CONF_0594,0.17350,0.01583,0.14461,0.18240,0.20429,0.21459
103_cs,CONF_0640,0.23979,0.01498,0.08565,0.23986,0.20774,0.21324
103_cs,CONF_0740,0.11380,0.01995,0.19207,0.21504,0.21705,0.19696
103_cs,CONF_0765,0.12553,0.01629,0.18732,0.19611,0.21290,0.21292
103_cs,CONF_0812,0.18352,0.01594,0.14119,0.20885,0.20609,0.22331
103_cs,CONF_0813,0.21714,0.02354,0.10145,0.21895,0.21746,0.19147
103_cs,CONF_0846,0.21719,0.02353,0.10137,0.21901,0.21746,0.19154
103_cs,CONF_0879,0.13962,0.01674,0.18244,0.20482,0.21763,0.20811
103_cs,CONF_0986,0.09747,0.01555,0.20028,0.23922,0.22007,0.20796
103_cs,CONF_1024,0.11565,0.02093,0.20898,0.20585,0.19384,0.21649
103_cs,CONF_1078,0.17732,0.01888,0.13217,0.22600,0.21958,0.19842
103_cs,CONF_1255,0.20762,0.01452,0.10972,0.21448,0.20807,0.21645
104_cs,CONF_0036,0.17410,0.01519,0.14460,0.17175,0.21313,0.20826
104_cs,CONF_0037,0.14575,0.01403,0.17783,0.17541,0.21748,0.20733
104_cs,CONF_0060,0.13151,0.01491,0.18531,0.21376,0.20504,0.21383
104_cs,CONF_0063,0.20880,0.01683,0.13275,0.17093,0.23246,0.19555
104_cs,CONF_0069,0.21002,0.01956,0.11630,0.20069,0.21012,0.20182
104_cs,CONF_0070,0.21981,0.02245,0.10491,0.21360,0.20927,0.19837
104_cs,CONF_0074,0.15335,0.01908,0.16060,0.18844,0.20954,0.20721
104_cs,CONF_0078,0.19191,0.01800,0.14120,0.17269,0.22069,0.19864
104_cs,CONF_0083,0.19429,0.01839,0.12278,0.19028,0.20992,0.21024
104_cs,CONF_0103,0.18315,0.01704,0.13221,0.19462,0.20214,0.20831
104_cs,CONF_0115,0.13194,0.01708,0.18313,0.19442,0.20854,0.20209
104_cs,CONF_0122,0.20185,0.02276,0.13814,0.18872,0.21867,0.19383
104_cs,CONF_0158,0.16391,0.02127,0.16465,0.21204,0.21659,0.20415
104_cs,CONF_0163,0.20332,0.01714,0.11995,0.18397,0.21640,0.20146
104_cs,CONF_0275,0.13994,0.01694,0.18257,0.20619,0.21683,0.20861
104_cs,CONF_0336,0.14588,0.01397,0.17773,0.17543,0.21783,0.20713
104_cs,CONF_0370,0.09732,0.01550,0.20041,0.23912,0.21976,0.20852
104_cs,CONF_0379,0.16273,0.01724,0.14706,0.22445,0.22159,0.20101
104_cs,CONF_0419,0.14111,0.01671,0.17052,0.22389,0.21407,0.21135
104_cs,CONF_0502,0.10349,0.01434,0.21022,0.22137,0.20979,0.21481
104_cs,CONF_0584,0.17374,0.01571,0.14449,0.18261,0.20401,0.21514
104_cs,CONF_0687,0.08536,0.01492,0.23966,0.24007,0.21388,0.20767
104_cs,CONF_0722,0.19196,0.02008,0.11423,0.21413,0.19735,0.21607
104_cs,CONF_0755,0.12511,0.01624,0.18740,0.19624,0.21371,0.21234
104_cs,CONF_0780,0.14093,0.01610,0.18374,0.20912,0.22339,0.20639
104_cs,CONF_0812,0.21963,0.02241,0.10475,0.21363,0.20916,0.19860
104_cs,CONF_0828,0.21732,0.02343,0.10136,0.21906,0.21757,0.19160
104_cs,CONF_0858,0.14000,0.01698,0.18246,0.20615,0.21690,0.20862
104_cs,CONF_0967,0.09704,0.01550,0.20054,0.23944,0.21946,0.20836
104_cs,CONF_1032,0.20851,0.02093,0.11589,0.20565,0.21611,0.19412
104_cs,CONF_1043,0.16457,0.01455,0.14676,0.18427,0.20806,0.21404
104_cs,CONF_1200,0.17072,0.01669,0.14094,0.22321,0.21121,0.21416
104_cs,CONF_1230,0.20817,0.01445,0.10993,0.21423,0.20790,0.21653
105_cs,CONF_0001,0.17794,0.01353,0.08109,0.19434,0.16210,0.17654
105_cs,CONF_0004,0.16699,0.01354,0.09315,0.18371,0.17608,0.16718
105_cs,CONF_0005,0.06557,0.01268,0.19628,0.22080,0.17856,0.18120
105_cs,CONF_0007,0.16742,0.01348,0.09254,0.18465,0.17578,0.16744
105_cs,CONF_0010,0.17795,0.01352,0.08108,0.19447,0.16211,0.17661
105_cs,CONF_0012,0.06554,0.01265,0.19636,0.22119,0.17876,0.18111
105_cs,CONF_0013,0.06562,0.01271,0.19589,0.22087,0.17883,0.18090
105_cs,CONF_0014,0.08104,0.01354,0.17837,0.19411,0.17619,0.16268
106_cs,CONF_0003,0.17831,0.01353,0.08074,0.19431,0.16293,0.17573
106_cs,CONF_0004,0.16629,0.01351,0.09348,0.18353,0.17609,0.16704
106_cs,CONF_0005,0.19586,0.01265,0.06598,0.22087,0.18092,0.17889
106_cs,CONF_0007,0.09303,0.01353,0.16734,0.18410,0.16739,0.17572
106_cs,CONF_0010,0.17800,0.01353,0.08112,0.19480,0.16242,0.17661
106_cs,CONF_0011,0.19653,0.01263,0.06567,0.22074,0.18116,0.17883
106_cs,CONF_0012,0.19676,0.01261,0.06569,0.22094,0.18125,0.17879
106_cs,CONF_0013,0.17839,0.01348,0.08078,0.19475,0.16235,0.17646
107_cs,CONF_0003,0.15072,0.01544,0.16425,0.17803,0.20499,0.21182
107_cs,CONF_0004,0.13849,0.01574,0.17042,0.17773,0.20480,0.21092
107_cs,CONF_0007,0.14093,0.01586,0.16323,0.18119,0.20550,0.21122
107_cs,CONF_0009,0.15717,0.01546,0.15452,0.18504,0.20647,0.20883
107_cs,CONF_0010,0.13588,0.01575,0.16575,0.18419,0.20767,0.20951
107_cs,CONF_0015,0.14834,0.01554,0.14574,0.18784,0.21014,0.20324
107_cs,CONF_0020,0.14790,0.01553,0.14620,0.18763,0.21014,0.20332
107_cs,CONF_0024,0.14120,0.01614,0.17560,0.18979,0.20328,0.21878
107_cs,CONF_0026,0.14493,0.01600,0.14519,0.18602,0.20605,0.20720
107_cs,CONF_0027,0.16609,0.01555,0.13180,0.20203,0.20807,0.20242
107_cs,CONF_0030,0.14627,0.01608,0.16543,0.19692,0.20551,0.21469
107_cs,CONF_0032,0.13694,0.01626,0.17552,0.18801,0.20303,0.21684
107_cs,CONF_0033,0.13582,0.01574,0.16553,0.18446,0.20777,0.20927
107_cs,CONF_0034,0.15878,0.01581,0.13890,0.19912,0.20895,0.20364
107_cs,CONF_0035,0.12501,0.01530,0.19542,0.18757,0.21733,0.20504
107_cs,CONF_0044,0.16578,0.01586,0.12810,0.20487,0.20455,0.20538
107_cs,CONF_0045,0.14097,0.01578,0.15220,0.20037,0.21080,0.20332
107_cs,CONF_0052,0.13464,0.01605,0.16977,0.18888,0.20602,0.21259
107_cs,CONF_0054,0.10725,0.01441,0.20585,0.19606,0.20928,0.21374
107_cs,CONF_0055,0.13629,0.01548,0.18055,0.18138,0.21179,0.20628
107_cs,CONF_0058,0.14986,0.01595,0.16177,0.19862,0.20304,0.21595
107_cs,CONF_0060,0.11146,0.01480,0.20578,0.19676,0.21069,0.21212
107_cs,CONF_0063,0.14071,0.01580,0.16393,0.18360,0.20590,0.21142
107_cs,CONF_0066,0.12928,0.01538,0.18828,0.18411,0.21534,0.20542
107_cs,CONF_0067,0.13637,0.01574,0.16054,0.20007,0.20551,0.21239
107_cs,CONF_0068,0.14087,0.01577,0.15237,0.20048,0.21074,0.20348
107_cs,CONF_0075,0.13349,0.01574,0.16027,0.19835,0.21067,0.20673
107_cs,CONF_0096,0.15935,0.01603,0.12598,0.20420,0.20896,0.19983
107_cs,CONF_0100,0.15405,0.01448,0.14420,0.19555,0.20965,0.20706
107_cs,CONF_0103,0.10903,0.01513,0.20349,0.19899,0.21204,0.20701
107_cs,CONF_0113,0.13166,0.01559,0.17784,0.18724,0.21361,0.20571
107_cs,CONF_0144,0.14999,0.01597,0.16185,0.19893,0.20279,0.21573
107_cs,CONF_0145,0.12804,0.01499,0.17067,0.18837,0.21464,0.20536
107_cs,CONF_0167,0.12879,0.01597,0.17154,0.20015,0.20917,0.20572
107_cs,CONF_0170,0.13286,0.01542,0.17009,0.19724,0.21401,0.20036
107_cs,CONF_0197,0.12129,0.01586,0.17426,0.20208,0.21886,0.20006
107_cs,CONF_0206,0.13608,0.01552,0.18055,0.18148,0.21178,0.20622
107_cs,CONF_0224,0.11901,0.01615,0.18958,0.20803,0.22115,0.20108
107_cs,CONF_0378,0.13089,0.01574,0.18157,0.19318,0.21386,0.20860
107_cs,CONF_0394,0.11147,0.01479,0.20591,0.19661,0.21063,0.21223
108_cs,CONF_0003,0.15092,0.01540,0.16415,0.17790,0.20505,0.21186
108_cs,CONF_0004,0.13845,0.01574,0.17052,0.17770,0.20476,0.21102
108_cs,CONF_0007,0.14064,0.01585,0.16327,0.18116,0.20521,0.21135
108_cs,CONF_0009,0.15696,0.01546,0.15458,0.18513,0.20650,0.20878
108_cs,CONF_0010,0.13622,0.01578,0.16527,0.18420,0.20728,0.20958
108_cs,CONF_0015,0.14795,0.01548,0.14623,0.18770,0.21018,0.20323
108_cs,CONF_0020,0.14778,0.01549,0.14626,0.18765,0.21017,0.20329
108_cs,CONF_0024,0.14169,0.01614,0.17486,0.18952,0.20292,0.21904
108_cs,CONF_0026,0.14410,0.01596,0.14523,0.18609,0.20602,0.20704
108_cs,CONF_0027,0.16445,0.01556,0.13332,0.20143,0.20811,0.20278
108_cs,CONF_0030,0.14663,0.01605,0.16512,0.19676,0.20556,0.21452
108_cs,CONF_0032,0.13681,0.01626,0.17552,0.18786,0.20273,0.21701
108_cs,CONF_0033,0.13562,0.01586,0.16611,0.18493,0.20723,0.20925
108_cs,CONF_0034,0.16502,0.01553,0.13282,0.20144,0.20810,0.20266
108_cs,CONF_0035,0.12502,0.01535,0.19550,0.18747,0.21663,0.20504
108_cs,CONF_0044,0.16556,0.01586,0.12825,0.20499,0.20432,0.20556
108_cs,CONF_0045,0.14158,0.01578,0.15180,0.20064,0.21082,0.20286
108_cs,CONF_0052,0.13437,0.01606,0.16960,0.18903,0.20590,0.21266
108_cs,CONF_0054,0.10704,0.01441,0.20657,0.19576,0.20922,0.21382
108_cs,CONF_0055,0.13643,0.01547,0.18017,0.18135,0.21175,0.20620
108_cs,CONF_0058,0.15055,0.01596,0.16098,0.19898,0.20293,0.21563
108_cs,CONF_0060,0.11166,0.01483,0.20519,0.19647,0.21073,0.21192
108_cs,CONF_0063,0.14135,0.01579,0.16308,0.18367,0.20566,0.21136
108_cs,CONF_0066,0.12943,0.01542,0.18774,0.18425,0.21509,0.20540
108_cs,CONF_0067,0.13662,0.01581,0.16028,0.20022,0.20500,0.21244
108_cs,CONF_0068,0.14151,0.01574,0.15194,0.20055,0.21078,0.20289
108_cs,CONF_0075,0.13416,0.01574,0.15948,0.19842,0.21018,0.20648
108_cs,CONF_0096,0.15919,0.01600,0.12648,0.20395,0.20906,0.19968
108_cs,CONF_0100,0.15286,0.01452,0.14568,0.19531,0.20956,0.20713
108_cs,CONF_0103,0.10862,0.01504,0.20408,0.19953,0.21178,0.20713
108_cs,CONF_0113,0.13156,0.01555,0.17735,0.18730,0.21343,0.20580
108_cs,CONF_0145,0.15046,0.01596,0.16099,0.19876,0.20306,0.21551
108_cs,CONF_0146,0.12770,0.01501,0.17185,0.18808,0.21491,0.20519
108_cs,CONF_0168,0.12751,0.01584,0.17264,0.20134,0.20937,0.20570
108_cs,CONF_0171,0.13217,0.01536,0.17061,0.19820,0.21379,0.20034
108_cs,CONF_0197,0.12104,0.01585,0.17356,0.20266,0.21895,0.19969
108_cs,CONF_0207,0.13635,0.01548,0.18025,0.18145,0.21163,0.20623
108_cs,CONF_0225,0.11855,0.01598,0.18968,0.20867,0.22118,0.20080
108_cs,CONF_0383,0.13177,0.01573,0.18036,0.19281,0.21320,0.20869
108_cs,CONF_0398,0.11198,0.01484,0.20531,0.19621,0.21076,0.21187
109_cs,CONF_0003,0.15980,0.01640,0.08950,0.25571,0.19532,0.17755
109_cs,CONF_0007,0.09091,0.01269,0.15046,0.23594,0.19004,0.17017
109_cs,CONF_0013,0.12215,0.01192,0.12557,0.20765,0.19994,0.14686
109_cs,CONF_0019,0.13501,0.01362,0.12260,0.19998,0.16053,0.18601
109_cs,CONF_0022,0.15556,0.01319,0.09355,0.21803,0.17970,0.18511
109_cs,CONF_0061,0.14979,0.01408,0.09102,0.19969,0.18778,0.17019
109_cs,CONF_0073,0.10230,0.01573,0.15246,0.21635,0.16790,0.20312
109_cs,CONF_0075,0.11097,0.01339,0.13293,0.19814,0.20136,0.14123
109_cs,CONF_0089,0.13587,0.01209,0.12216,0.19055,0.15112,0.19311
109_cs,CONF_0239,0.10804,0.01377,0.14770,0.19677,0.18277,0.16384
109_cs,CONF_0505,0.13479,0.01364,0.12265,0.19989,0.16082,0.18589
110_cs,CONF_0003,0.15938,0.01637,0.08992,0.25522,0.19542,0.17739
110_cs,CONF_0007,0.09138,0.01265,0.15021,0.23503,0.18941,0.17063
110_cs,CONF_0009,0.08928,0.01631,0.15965,0.25578,0.17819,0.19487
110_cs,CONF_0015,0.12147,0.01189,0.12670,0.20762,0.19957,0.14701
110_cs,CONF_0021,0.13537,0.01359,0.12227,0.20006,0.15990,0.18647
110_cs,CONF_0024,0.15577,0.01321,0.09373,0.21831,0.17940,0.18564
110_cs,CONF_0062,0.15018,0.01406,0.09084,0.19943,0.18759,0.17026
110_cs,CONF_0076,0.10105,0.01588,0.15329,0.21618,0.16895,0.20199
110_cs,CONF_0078,0.11052,0.01339,0.13340,0.19806,0.20077,0.14208
110_cs,CONF_0095,0.12206,0.01209,0.13582,0.19088,0.19271,0.15163
110_cs,CONF_0210,0.14755,0.01373,0.10863,0.19667,0.16355,0.18297
110_cs,CONF_0578,0.13570,0.01360,0.12201,0.20032,0.16013,0.18636
111_cs,CONF_0004,0,0,0,0.03740,0.01747,0
111_cs,CONF_0007,0,0,0,0.03081,0,0.01361
111_cs,CONF_0008,0,0,0,0.03753,0.01765,0
111_cs,CONF_0016,0,0,0,0.09679,0,0.02810
111_cs,CONF_0026,0,0,0,0.10463,0,0.03140
111_cs,CONF_0030,0.01053,0.01511,0.12259,0.42012,0,0.28547
111_cs,CONF_0032,0,0,0,0.03083,0,0.01361
111_cs,CONF_0034,0,0,0,0.07214,0,0.01911
111_cs,CONF_0036,0.07763,0.01671,0.16655,0.25496,0.07187,0.27665
111_cs,CONF_0047,0.01414,0.01438,0.12769,0.39168,0,0.28544
111_cs,CONF_0058,0.15545,0.01444,0.02399,0.30468,0.28886,0.01473
111_cs,CONF_0066,0,0,0,0.08481,0,0.02301
111_cs,CONF_0072,0,0,0,0.03007,0.01105,0.01203
111_cs,CONF_0077,0,0,0,0.07217,0,0.01921
111_cs,CONF_0079,0,0,0,0.03085,0,0.01758
111_cs,CONF_0084,0.15088,0.01447,0.02538,0.30698,0.28480,0.01423
111_cs,CONF_0087,0,0.01106,0,0.90187,0.12621,0.09801
111_cs,CONF_0089,0.15492,0.01481,0.02812,0.29899,0.28699,0.01636
111_cs,CONF_0098,0,0,0,0.07962,0,0.02180
111_cs,CONF_0105,0.14262,0.01366,0.02615,0.21096,0.25470,0.02012
111_cs,CONF_0108,0.06041,0.01546,0.22608,0.26014,0.14916,0.25343
111_cs,CONF_0111,0.14942,0.01572,0.15148,0.24232,0.20102,0.19814
111_cs,CONF_0112,0.02135,0,0.03841,0.77589,0.21799,0.01235
111_cs,CONF_0119,0.14279,0.01355,0.02479,0.20979,0.25454,0.01968
111_cs,CONF_0120,0.05982,0.01540,0.22601,0.25977,0.14750,0.25451
111_cs,CONF_0121,0,0,0,0.06774,0,0.01790
111_cs,CONF_0133,0,0.02594,0,0.91339,0.10482,0.13088
111_cs,CONF_0140,0,0,0,0.06376,0.01168,0.01993
111_cs,CONF_0142,0,0,0,0.03019,0,0
111_cs,CONF_0152,0.07065,0.01358,0.13530,0.27474,0.21573,0.08470
111_cs,CONF_0153,0,0,0,0.02878,0,0.01626
111_cs,CONF_0159,0,0,0,0.03018,0,0
111_cs,CONF_0162,0,0,0,0.06863,0.01092,0.02170
111_cs,CONF_0163,0,0,0,0.03206,0,0.01142
111_cs,CONF_0169,0,0,0,0.92304,0.13769,0.08332
111_cs,CONF_0172,0.14452,0.01657,0.02796,0.31878,0.27148,0.01638
112_cs,CONF_0004,0,0,0,0.03721,0.01711,0
112_cs,CONF_0007,0,0,0,0.03074,0,0.01350
112_cs,CONF_0016,0,0,0,0.09614,0,0.02801
112_cs,CONF_0026,0,0,0,0.10362,0,0.03110
112_cs,CONF_0030,0.01033,0.01508,0.12259,0.41870,0,0.28514
112_cs,CONF_0032,0,0,0,0.03069,0,0.01340
112_cs,CONF_0034,0,0,0,0.07172,0,0.01926
112_cs,CONF_0036,0.07821,0.01675,0.16632,0.25431,0.07261,0.27645
112_cs,CONF_0047,0.01411,0.01438,0.12776,0.39113,0,0.28529
112_cs,CONF_0051,0,0,0,0.05219,0,0.01578
112_cs,CONF_0058,0.15657,0.01448,0.02474,0.30190,0.28904,0.01532
112_cs,CONF_0066,0,0,0,0.08385,0,0.02288
112_cs,CONF_0073,0,0,0,0.03016,0.01111,0.01194
112_cs,CONF_0077,0,0,0,0.07173,0,0.01933
112_cs,CONF_0084,0.15144,0.01442,0.02473,0.30572,0.28485,0.01416
112_cs,CONF_0087,0,0.01116,0,0.90285,0.12716,0.09731
112_cs,CONF_0089,0.15570,0.01486,0.02901,0.29571,0.28666,0.01704
112_cs,CONF_0098,0,0,0,0.07897,0,0.02192
112_cs,CONF_0105,0.14328,0.01361,0.02601,0.21010,0.25495,0.02037
112_cs,CONF_0108,0.06286,0.01548,0.22450,0.26001,0.15178,0.25072
112_cs,CONF_0111,0.14949,0.01565,0.15124,0.24247,0.19955,0.19909
